review,token
"Pelayanan hotel, fasilitas, restoran, dll semuanya sangat memuaskan dan bagus. Next time pasti akan kesini lagi sih","['pelayanan', 'hotel', 'fasilitas', 'restoran', 'dll', 'semuanya', 'sangat', 'memuaskan', 'dan', 'bagus', 'next', 'time', 'pasti', 'akan', 'kesini', 'lagi', 'sih']"
"Hotel nyaman
Breakfast enak dan lengkap","['hotel', 'nyaman', 'breakfast', 'enak', 'dan', 'lengkap']"
"Sudah menginap disini, stafnya ramah ramah, kamar nyaman, dekorasinya sangat unik bikin betah","['sudah', 'menginap', 'disini', 'stafnya', 'ramah', 'ramah', 'kamar', 'nyaman', 'dekorasinya', 'sangat', 'unik', 'bikin', 'betah']"
"Sangat nyaman, kamar bersih, makanan sangat enak....","['sangat', 'nyaman', 'kamar', 'bersih', 'makanan', 'sangat', 'enak']"
"Update, karen kerjaan lagi, menginap disini 3 malam.

Kamar 10xx cukupan. Furniture mungkin bisa lbh baik lagi. …","['update', 'karen', 'kerjaan', 'lagi', 'menginap', 'disini', 'malam', 'kamar', 'xx', 'cukupan', 'furniture', 'mungkin', 'bisa', 'lbh', 'baik', 'lagi']"
"Nice stay, kamar bersih nyaman, sarapan enak dan staff Lena veronica sangat membantu","['nice', 'stay', 'kamar', 'bersih', 'nyaman', 'sarapan', 'enak', 'dan', 'staff', 'lena', 'veronica', 'sangat', 'membantu']"
Pelayananya bagus makanan enak semua recomen buat stay casion di grand Mercure yogyakarta,"['pelayananya', 'bagus', 'makanan', 'enak', 'semua', 'recomen', 'buat', 'stay', 'casion', 'di', 'grand', 'mercure', 'yogyakarta']"
"Grand Mercure Yogyakarta menawarkan pengalaman menginap yang berkesan dengan sentuhan budaya Jawa yang kental namun tetap modern, terlihat dari desain interior nuansa Borobudur hingga keramahan stafnya, dilengkapi dengan fasilitas lengkap …","['grand', 'mercure', 'yogyakarta', 'menawarkan', 'pengalaman', 'menginap', 'yang', 'berkesan', 'dengan', 'sentuhan', 'budaya', 'jawa', 'yang', 'kental', 'namun', 'tetap', 'modern', 'terlihat', 'dari', 'desain', 'interior', 'nuansa', 'borobudur', 'hingga', 'keramahan', 'stafnya', 'dilengkapi', 'dengan', 'fasilitas', 'lengkap']"
"Layanan the best, Room jg luas dan lengkap, yang paling penting lokasi starategis dan makanannya enak-enak semua, Recommended buat stay selama liburan di Jogja…","['layanan', 'the', 'best', 'room', 'jg', 'luas', 'dan', 'lengkap', 'yang', 'paling', 'penting', 'lokasi', 'starategis', 'dan', 'makanannya', 'enak', 'enak', 'semua', 'recommended', 'buat', 'stay', 'selama', 'liburan', 'di', 'jogja']"
"Pengalaman menginap yang bagus ditambah breakfast yang luar biasa, lengkap dan lezat.","['pengalaman', 'menginap', 'yang', 'bagus', 'ditambah', 'breakfast', 'yang', 'luar', 'biasa', 'lengkap', 'dan', 'lezat']"
"lokasi strategis, sarapan enak banyak pilihan, banyak menu makanan jogja nyaa. lift nya cepet kd kalau baru2 bisa cepet saat kegiatan di hotel ini","['lokasi', 'strategis', 'sarapan', 'enak', 'banyak', 'pilihan', 'banyak', 'menu', 'makanan', 'jogja', 'nyaa', 'lift', 'nya', 'cepet', 'kd', 'kalau', 'baru', 'bisa', 'cepet', 'saat', 'kegiatan', 'di', 'hotel', 'ini']"
"Kamarnya nyaman, pilihan menu sarapannya banyak sekali.","['kamarnya', 'nyaman', 'pilihan', 'menu', 'sarapannya', 'banyak', 'sekali']"
"Sarapan nya sangat lezat
Dibantu train LENA
Lena nya sangat baik dan ramah","['sarapan', 'nya', 'sangat', 'lezat', 'dibantu', 'train', 'lena', 'lena', 'nya', 'sangat', 'baik', 'dan', 'ramah']"
hotel terbaik memiliki view terbaik fasilitas lengkap staff yang ramah mau ke tempat wisata juga jaraknya dekat dan dekat dengan bandara adisucitpto apabila ingin ke malioboro juga jaraknya cukup 20 menit sudah sampai jadi pingin ngajak teman buat staycation,"['hotel', 'terbaik', 'memiliki', 'view', 'terbaik', 'fasilitas', 'lengkap', 'staff', 'yang', 'ramah', 'mau', 'ke', 'tempat', 'wisata', 'juga', 'jaraknya', 'dekat', 'dan', 'dekat', 'dengan', 'bandara', 'adisucitpto', 'apabila', 'ingin', 'ke', 'malioboro', 'juga', 'jaraknya', 'cukup', 'menit', 'sudah', 'sampai', 'jadi', 'pingin', 'ngajak', 'teman', 'buat', 'staycation']"
"Kamar yang nyaman dengan menu makan yang enak di lidah, kolam renang juga buat anak2 senang berlibur di sini","['kamar', 'yang', 'nyaman', 'dengan', 'menu', 'makan', 'yang', 'enak', 'di', 'lidah', 'kolam', 'renang', 'juga', 'buat', 'anak', 'senang', 'berlibur', 'di', 'sini']"
"Bukber di sana lumayan worth it, cuma ada beberapa menu yang kurang enak menurut ku. Kaya ayam goreng, bakso, jajanan pasar, menurut ku kurang rasanya.
Yang paling enak kebab nya sama ayam rica-rica enak banget. …","['bukber', 'di', 'sana', 'lumayan', 'worth', 'it', 'cuma', 'ada', 'beberapa', 'menu', 'yang', 'kurang', 'enak', 'menurut', 'ku', 'kaya', 'ayam', 'goreng', 'bakso', 'jajanan', 'pasar', 'menurut', 'ku', 'kurang', 'rasanya', 'yang', 'paling', 'enak', 'kebab', 'nya', 'sama', 'ayam', 'rica', 'rica', 'enak', 'banget']"
"nyaman, makanan enak, dan bervariasi","['nyaman', 'makanan', 'enak', 'dan', 'bervariasi']"
"Hotel bintang 5 di Jogja, tempatnya nyaman, pelayanan oke, kamar bersih, makanannya enak. Deket ke mana-mana.","['hotel', 'bintang', 'di', 'jogja', 'tempatnya', 'nyaman', 'pelayanan', 'oke', 'kamar', 'bersih', 'makanannya', 'enak', 'deket', 'ke', 'mana', 'mana']"
"Bersih dan nyaman, pelayanan juga ramah dan baik meski ada waiters yang kurang baik respon dan pelayanannya. Saya minta air panas sewaktu breakfast tapi cuman di iyain aja sampe makanan saya habis akhirnya minta sama waiters yang lain baru di anterin dan akhirnya di sediakan air panas di outlet minuman 😌 …","['bersih', 'dan', 'nyaman', 'pelayanan', 'juga', 'ramah', 'dan', 'baik', 'meski', 'ada', 'waiters', 'yang', 'kurang', 'baik', 'respon', 'dan', 'pelayanannya', 'saya', 'minta', 'air', 'panas', 'sewaktu', 'breakfast', 'tapi', 'cuman', 'di', 'iyain', 'aja', 'sampe', 'makanan', 'saya', 'habis', 'akhirnya', 'minta', 'sama', 'waiters', 'yang', 'lain', 'baru', 'di', 'anterin', 'dan', 'akhirnya', 'di', 'sediakan', 'air', 'panas', 'di', 'outlet', 'minuman']"
"Sarapan ok,  mba silvia prlayanannya ok","['sarapan', 'ok', 'mba', 'silvia', 'prlayanannya', 'ok']"
"Layanan bagus...
Makanan enak
Selera nusantara","['layanan', 'bagus', 'makanan', 'enak', 'selera', 'nusantara']"
"Room nya bersih, tools lengkap, ada setrika dan meja setrika, timbangan BB elektrik, pantry juga bersih. Sayang tempat sampah hanya ada 1 di meja teh kopi, tidak ada dalam kamar mandi.. …","['room', 'nya', 'bersih', 'tools', 'lengkap', 'ada', 'setrika', 'dan', 'meja', 'setrika', 'timbangan', 'bb', 'elektrik', 'pantry', 'juga', 'bersih', 'sayang', 'tempat', 'sampah', 'hanya', 'ada', 'di', 'meja', 'teh', 'kopi', 'tidak', 'ada', 'dalam', 'kamar', 'mandi']"
Breakfast lengkap dan sangat enak pelayanan mbak lena juga baik,"['breakfast', 'lengkap', 'dan', 'sangat', 'enak', 'pelayanan', 'mbak', 'lena', 'juga', 'baik']"
Menyenangkan hanya aja ada berisik potong keramik. Debunya ke kolam.. kamarnya ac dan tatanannya bagus profesional.,"['menyenangkan', 'hanya', 'aja', 'ada', 'berisik', 'potong', 'keramik', 'debunya', 'ke', 'kolam', 'kamarnya', 'ac', 'dan', 'tatanannya', 'bagus', 'profesional']"
"kamarnya bagus hotelnya gede bgt..fasilitas komplit.pelayananya ramah cantik""lagi.letaknya strategis .lain waktu bolehlah sini lagi.","['kamarnya', 'bagus', 'hotelnya', 'gede', 'bgt', 'fasilitas', 'komplit', 'pelayananya', 'ramah', 'cantik', 'lagi', 'letaknya', 'strategis', 'lain', 'waktu', 'bolehlah', 'sini', 'lagi']"
Kebersihan kamar dan juga kamar mandi membuat saya merasa betah dan nyaman untuk beristirahat setelah melakukan perjalanan yang cukup panjang di hotel ini. para staff juga ramah dalam melayani jadi sangat rekomended untuk teman-teman yang sedang mencari hotel,"['kebersihan', 'kamar', 'dan', 'juga', 'kamar', 'mandi', 'membuat', 'saya', 'merasa', 'betah', 'dan', 'nyaman', 'untuk', 'beristirahat', 'setelah', 'melakukan', 'perjalanan', 'yang', 'cukup', 'panjang', 'di', 'hotel', 'ini', 'para', 'staff', 'juga', 'ramah', 'dalam', 'melayani', 'jadi', 'sangat', 'rekomended', 'untuk', 'teman', 'teman', 'yang', 'sedang', 'mencari', 'hotel']"
Ukuran kamarnya luas dan ada balkonnya.. kasur empuk dan bersih. Jd nyaman bgt nginep di hotel ini,"['ukuran', 'kamarnya', 'luas', 'dan', 'ada', 'balkonnya', 'kasur', 'empuk', 'dan', 'bersih', 'jd', 'nyaman', 'bgt', 'nginep', 'di', 'hotel', 'ini']"
"pelayanan sangat baik, kamar ok, makanan sarapan baik","['pelayanan', 'sangat', 'baik', 'kamar', 'ok', 'makanan', 'sarapan', 'baik']"
"Pelayanan oke, dapet upgrade kamar pula, tempat strategis dan overall recommended …","['pelayanan', 'oke', 'dapet', 'upgrade', 'kamar', 'pula', 'tempat', 'strategis', 'dan', 'overall', 'recommended']"
"Untuk Hotelnya ok dan nyaman, Bersih, dengan pelayanan nya bagus dan sangat memuaskan, untuk menu sarapan nya lumayan enak dan banyak .. over all memuaskan ..","['untuk', 'hotelnya', 'ok', 'dan', 'nyaman', 'bersih', 'dengan', 'pelayanan', 'nya', 'bagus', 'dan', 'sangat', 'memuaskan', 'untuk', 'menu', 'sarapan', 'nya', 'lumayan', 'enak', 'dan', 'banyak', 'over', 'all', 'memuaskan']"
"overall bagus seperti mercure lainnya, cuma kalo di lantai paling atas alias top floor itu suara chiller nya lumayan terdengar di beberapa kamar (seperti suara vacuum). selebihnya oke, pelayanan ramah, lokasi strategis","['overall', 'bagus', 'seperti', 'mercure', 'lainnya', 'cuma', 'kalo', 'di', 'lantai', 'paling', 'atas', 'alias', 'top', 'floor', 'itu', 'suara', 'chiller', 'nya', 'lumayan', 'terdengar', 'di', 'beberapa', 'kamar', 'seperti', 'suara', 'vacuum', 'selebihnya', 'oke', 'pelayanan', 'ramah', 'lokasi', 'strategis']"
"Kedua kalinya menginap Hotel Grand Mercure Yogyakarta Adisucipto dengan sangat nyaman. Kamar sangat bersih dan rapih, untuk restonya menyedikan banyak pilihan makanan dan semuanya enak 😊 …","['kedua', 'kalinya', 'menginap', 'hotel', 'grand', 'mercure', 'yogyakarta', 'adisucipto', 'dengan', 'sangat', 'nyaman', 'kamar', 'sangat', 'bersih', 'dan', 'rapih', 'untuk', 'restonya', 'menyedikan', 'banyak', 'pilihan', 'makanan', 'dan', 'semuanya', 'enak']"
Bagus tempat nya tp sangat disayangkan restoran nyadi lantai 8 biasanya yg lain di lt 1 atau lobby tp tidak mengecewakan makanannya,"['bagus', 'tempat', 'nya', 'tp', 'sangat', 'disayangkan', 'restoran', 'nyadi', 'lantai', 'biasanya', 'yg', 'lain', 'di', 'lt', 'atau', 'lobby', 'tp', 'tidak', 'mengecewakan', 'makanannya']"
"kamarnya sangat nyamann, pelayan dan bagian reservasi cepat serta efisien. senengg dan rekomendasi banget pokoknya untuk jadi pilihan menginap saat berkunjung ke jogja.","['kamarnya', 'sangat', 'nyamann', 'pelayan', 'dan', 'bagian', 'reservasi', 'cepat', 'serta', 'efisien', 'senengg', 'dan', 'rekomendasi', 'banget', 'pokoknya', 'untuk', 'jadi', 'pilihan', 'menginap', 'saat', 'berkunjung', 'ke', 'jogja']"
"Untuk sarapannya sangat enak
Dibantu oleh Lena","['untuk', 'sarapannya', 'sangat', 'enak', 'dibantu', 'oleh', 'lena']"
"Untuk restoran menu sangat lengkap dan bersih, staf ramah saya sambut dengan mbak thania. Terimakasih","['untuk', 'restoran', 'menu', 'sangat', 'lengkap', 'dan', 'bersih', 'staf', 'ramah', 'saya', 'sambut', 'dengan', 'mbak', 'thania', 'terimakasih']"
"Hotel bersih dan makanannya lumayan bervariasi, enak-enak... Kalau bisa ditambahkan fasilitas minimarket agar para pelanggan diberikan kemudahan jika ada keperluan mendadak, misal obat2an, pembalut wanita, dll... Sukses selalu grand mercure hotel","['hotel', 'bersih', 'dan', 'makanannya', 'lumayan', 'bervariasi', 'enak', 'enak', 'kalau', 'bisa', 'ditambahkan', 'fasilitas', 'minimarket', 'agar', 'para', 'pelanggan', 'diberikan', 'kemudahan', 'jika', 'ada', 'keperluan', 'mendadak', 'misal', 'obat', 'an', 'pembalut', 'wanita', 'dll', 'sukses', 'selalu', 'grand', 'mercure', 'hotel']"
"Update
sudah ada improvement makanan ok kamar ok …","['update', 'sudah', 'ada', 'improvement', 'makanan', 'ok', 'kamar', 'ok']"
"Sarapannya oke, kamarnya juga bagus, servicenya oke.. recommended!","['sarapannya', 'oke', 'kamarnya', 'juga', 'bagus', 'servicenya', 'oke', 'recommended']"
"makanannya enak cocok, mantap, pelayanannya juga ramah","['makanannya', 'enak', 'cocok', 'mantap', 'pelayanannya', 'juga', 'ramah']"
"Sarapan nya enak dan banyak varian, pelayanan staf sangat ramah khusus nya mba salma, terima kasih","['sarapan', 'nya', 'enak', 'dan', 'banyak', 'varian', 'pelayanan', 'staf', 'sangat', 'ramah', 'khusus', 'nya', 'mba', 'salma', 'terima', 'kasih']"
Breakfast nya enak. Dilayani dengan baik oleh mbak silvia,"['breakfast', 'nya', 'enak', 'dilayani', 'dengan', 'baik', 'oleh', 'mbak', 'silvia']"
Untuk makanannya sangat bervariasiii mulai dari makanan berattt sampai dessertt adaaa dann enakk jugaa makanannya,"['untuk', 'makanannya', 'sangat', 'bervariasiii', 'mulai', 'dari', 'makanan', 'berattt', 'sampai', 'dessertt', 'adaaa', 'dann', 'enakk', 'jugaa', 'makanannya']"
"Hotel yang sangatt bagus, pelayanannya ramah terutama untuk staff nya sangatt bagus sekalii the best lahh pokoknya","['hotel', 'yang', 'sangatt', 'bagus', 'pelayanannya', 'ramah', 'terutama', 'untuk', 'staff', 'nya', 'sangatt', 'bagus', 'sekalii', 'the', 'best', 'lahh', 'pokoknya']"
"Belum terbiasa men service tamu dengan jumlah banyak,
Perlu ditingkatkan lagi soal ini","['belum', 'terbiasa', 'men', 'service', 'tamu', 'dengan', 'jumlah', 'banyak', 'perlu', 'ditingkatkan', 'lagi', 'soal', 'ini']"
"hotel ternyaman, fasilitas lengkap, kamar nyaman, makanannya juga enak, ditambah pelayanan yang profesional, next time klo kejogja nginep disini lagi pastii . cocok buat yang liburan bareng keluarga.","['hotel', 'ternyaman', 'fasilitas', 'lengkap', 'kamar', 'nyaman', 'makanannya', 'juga', 'enak', 'ditambah', 'pelayanan', 'yang', 'profesional', 'next', 'time', 'klo', 'kejogja', 'nginep', 'disini', 'lagi', 'pastii', 'cocok', 'buat', 'yang', 'liburan', 'bareng', 'keluarga']"
"Long weekend kmrin keJogja sma keluarga, late co dihotel karna kami keprambanan dlu.bgtu smpe hotel agak kerepotan krna koper bnyak tapi staff sigap langsung bantuain pdhal lobby ramai org karna mmg musim liburan kali ya, kami dpt kamar …","['long', 'weekend', 'kmrin', 'kejogja', 'sma', 'keluarga', 'late', 'co', 'dihotel', 'karna', 'kami', 'keprambanan', 'dlu', 'bgtu', 'smpe', 'hotel', 'agak', 'kerepotan', 'krna', 'koper', 'bnyak', 'tapi', 'staff', 'sigap', 'langsung', 'bantuain', 'pdhal', 'lobby', 'ramai', 'org', 'karna', 'mmg', 'musim', 'liburan', 'kali', 'ya', 'kami', 'dpt', 'kamar']"
Pertama kali iftar disini. Menunya bervariasi dan enak². Pelayanan servicenya good. Paling suka viewnya cakep poll bikin kumpul² makin berkesan..,"['pertama', 'kali', 'iftar', 'disini', 'menunya', 'bervariasi', 'dan', 'enak', 'pelayanan', 'servicenya', 'good', 'paling', 'suka', 'viewnya', 'cakep', 'poll', 'bikin', 'kumpul', 'makin', 'berkesan']"
"Menu sarapannya enakkkkkk👌....
Dibantu pelayanan oleh kak Lena ^^ …","['menu', 'sarapannya', 'enakkkkkk', 'dibantu', 'pelayanan', 'oleh', 'kak', 'lena']"
Menu makanan sudah cukup berfariasi dan rasa sudah cukup nyaman. Tempat juga cukup memadai.  Dibantu oleh training atas nama Lena.,"['menu', 'makanan', 'sudah', 'cukup', 'berfariasi', 'dan', 'rasa', 'sudah', 'cukup', 'nyaman', 'tempat', 'juga', 'cukup', 'memadai', 'dibantu', 'oleh', 'training', 'atas', 'nama', 'lena']"
"Salad enak
Bubur ayam enak...","['salad', 'enak', 'bubur', 'ayam', 'enak']"
Nyaman dan menu resto nya enak,"['nyaman', 'dan', 'menu', 'resto', 'nya', 'enak']"
Pelayanan sangat bagus,"['pelayanan', 'sangat', 'bagus']"
"Kamar nya bersih, pelayanan nya ramah dan menu breakfast nya banyak dan enak... Top bgttt...","['kamar', 'nya', 'bersih', 'pelayanan', 'nya', 'ramah', 'dan', 'menu', 'breakfast', 'nya', 'banyak', 'dan', 'enak', 'top', 'bgttt']"
"Varian makanan banyak dan lengkap, rasanya enak, untuk pelayanan nya sangat baik dan juga ramah.","['varian', 'makanan', 'banyak', 'dan', 'lengkap', 'rasanya', 'enak', 'untuk', 'pelayanan', 'nya', 'sangat', 'baik', 'dan', 'juga', 'ramah']"
"namanya grand mercure tp pelayanan dan roomnya ga kayak bintang 5. beda bgt sama grand mercure di kota-kota lain, bahkan sama mercure hotel aja kalah jauh. airnya cleo, handuknya udh abu-abu, setrikaan harus minta, barang2 di bathroom banyak yg berkerak, tisue ruangan bau kecoa, bantalnya dan spreinya bau minyak gosok.","['namanya', 'grand', 'mercure', 'tp', 'pelayanan', 'dan', 'roomnya', 'ga', 'kayak', 'bintang', 'beda', 'bgt', 'sama', 'grand', 'mercure', 'di', 'kota', 'kota', 'lain', 'bahkan', 'sama', 'mercure', 'hotel', 'aja', 'kalah', 'jauh', 'airnya', 'cleo', 'handuknya', 'udh', 'abu', 'abu', 'setrikaan', 'harus', 'minta', 'barang', 'di', 'bathroom', 'banyak', 'yg', 'berkerak', 'tisue', 'ruangan', 'bau', 'kecoa', 'bantalnya', 'dan', 'spreinya', 'bau', 'minyak', 'gosok']"
Rasa sarapan di hotel grand marcure pagi ini luar biasa...mb lena melayani kami dengan baik sekali...👍👍👍 …,"['rasa', 'sarapan', 'di', 'hotel', 'grand', 'marcure', 'pagi', 'ini', 'luar', 'biasa', 'mb', 'lena', 'melayani', 'kami', 'dengan', 'baik', 'sekali']"
Pengalaman menyenangkan makan pagi di sini dilayani mb Silkia best pelayanannya,"['pengalaman', 'menyenangkan', 'makan', 'pagi', 'di', 'sini', 'dilayani', 'mb', 'silkia', 'best', 'pelayanannya']"
"Thank you sudah memberikan pelayanan yang baik, kalau kamar jangan di tanya lagi kualitasnya, strategi ke tempat wisata sangat strategis, aman nyaman dan enak","['thank', 'you', 'sudah', 'memberikan', 'pelayanan', 'yang', 'baik', 'kalau', 'kamar', 'jangan', 'di', 'tanya', 'lagi', 'kualitasnya', 'strategi', 'ke', 'tempat', 'wisata', 'sangat', 'strategis', 'aman', 'nyaman', 'dan', 'enak']"
"Cukup menyenangkan, untuk sarapan standar, menunya cukup variatif
Staffnya baik dan ramah anak …","['cukup', 'menyenangkan', 'untuk', 'sarapan', 'standar', 'menunya', 'cukup', 'variatif', 'staffnya', 'baik', 'dan', 'ramah', 'anak']"
"Lokasi pusat kota dan pelayanan yang sangat ramah, terutama di restonya, makanannya ga ada yg failed menurut saya 👍🏻 …","['lokasi', 'pusat', 'kota', 'dan', 'pelayanan', 'yang', 'sangat', 'ramah', 'terutama', 'di', 'restonya', 'makanannya', 'ga', 'ada', 'yg', 'failed', 'menurut', 'saya']"
"Hotel bintang 5 yang WORTH IT bangett!! Aku sangat merekomendasikan hotel ini mau buat liburan bareng keluarga, temen"", kantor atau apapun ituuu!! Kamarnya bersihh, luasss, pelayanannya jempolll bangett 🤩🤩 Makanannya juga enak enakkk!! RECOMMENDED 💯💯 …","['hotel', 'bintang', 'yang', 'worth', 'it', 'bangett', 'aku', 'sangat', 'merekomendasikan', 'hotel', 'ini', 'mau', 'buat', 'liburan', 'bareng', 'keluarga', 'temen', 'kantor', 'atau', 'apapun', 'ituuu', 'kamarnya', 'bersihh', 'luasss', 'pelayanannya', 'jempolll', 'bangett', 'makanannya', 'juga', 'enak', 'enakkk', 'recommended']"
"kamarnya bagus....pelayanannya bagus.., stafnya ramah dan makananya enak..  bervariasi.","['kamarnya', 'bagus', 'pelayanannya', 'bagus', 'stafnya', 'ramah', 'dan', 'makananya', 'enak', 'bervariasi']"
"Kamar bersih,pelayanan saat check in cepat, room service memuaskan, menu sarapan bervariasi, rasanya enak, dan lokasi strategis","['kamar', 'bersih', 'pelayanan', 'saat', 'check', 'in', 'cepat', 'room', 'service', 'memuaskan', 'menu', 'sarapan', 'bervariasi', 'rasanya', 'enak', 'dan', 'lokasi', 'strategis']"
"Pelayanan nya oke, makanan nya enak, beberapa kali bukber di hotel jogja, menurut ku ini rasanya palingg worth it ..  sukakk ✨🫶🏻 …","['pelayanan', 'nya', 'oke', 'makanan', 'nya', 'enak', 'beberapa', 'kali', 'bukber', 'di', 'hotel', 'jogja', 'menurut', 'ku', 'ini', 'rasanya', 'palingg', 'worth', 'it', 'sukakk']"
"Kamarnya ok, bersih dan nyaman. Karyawan ramah dan sopan, setiap ketemu tamu selalu memberikan salam dan senyum. Sarapannya variatif dan enak enak semua. Kapan kapan kembali lagi ke sini bersama keluarga. Semoga bisa dapat Price yang bagus buat saya dan keluarga......","['kamarnya', 'ok', 'bersih', 'dan', 'nyaman', 'karyawan', 'ramah', 'dan', 'sopan', 'setiap', 'ketemu', 'tamu', 'selalu', 'memberikan', 'salam', 'dan', 'senyum', 'sarapannya', 'variatif', 'dan', 'enak', 'enak', 'semua', 'kapan', 'kapan', 'kembali', 'lagi', 'ke', 'sini', 'bersama', 'keluarga', 'semoga', 'bisa', 'dapat', 'price', 'yang', 'bagus', 'buat', 'saya', 'dan', 'keluarga']"
"Overall untuk pelayanan hotel sudah oke, mulai dr welcome drink hingga layanan di ballroom dan resto","['overall', 'untuk', 'pelayanan', 'hotel', 'sudah', 'oke', 'mulai', 'dr', 'welcome', 'drink', 'hingga', 'layanan', 'di', 'ballroom', 'dan', 'resto']"
"Sangat puas, dari saat check in hingga check out semuanya sangat memuaskan. Saya menginap selama 4 malam dan diberikan upgrade kamar ke Executive room karena saya member Platinum. Sarapan juga menyenangkan, tempat duduk sudah direservasi …","['sangat', 'puas', 'dari', 'saat', 'check', 'in', 'hingga', 'check', 'out', 'semuanya', 'sangat', 'memuaskan', 'saya', 'menginap', 'selama', 'malam', 'dan', 'diberikan', 'upgrade', 'kamar', 'ke', 'executive', 'room', 'karena', 'saya', 'member', 'platinum', 'sarapan', 'juga', 'menyenangkan', 'tempat', 'duduk', 'sudah', 'direservasi']"
"Luar biasa bisa menikmati sarapan dengan suana tenang dan pikiran jernih.
Makanan sesuai selera lidah orang indonesia","['luar', 'biasa', 'bisa', 'menikmati', 'sarapan', 'dengan', 'suana', 'tenang', 'dan', 'pikiran', 'jernih', 'makanan', 'sesuai', 'selera', 'lidah', 'orang', 'indonesia']"
"Lokasi hotel strategis dan mudah dijangkau, dekat dengan bandara Adi Sucipto. Hotel yang bagus dengan pelayanan terbaik, bernuansa candi borobudur. Kamar yang nyaman untuk beristirahat. Ada ruang pertemuan yang besar dengan berbagai …","['lokasi', 'hotel', 'strategis', 'dan', 'mudah', 'dijangkau', 'dekat', 'dengan', 'bandara', 'adi', 'sucipto', 'hotel', 'yang', 'bagus', 'dengan', 'pelayanan', 'terbaik', 'bernuansa', 'candi', 'borobudur', 'kamar', 'yang', 'nyaman', 'untuk', 'beristirahat', 'ada', 'ruang', 'pertemuan', 'yang', 'besar', 'dengan', 'berbagai']"
"Pelayanan baik dan ramah, untuk menu restoran bintang 5","['pelayanan', 'baik', 'dan', 'ramah', 'untuk', 'menu', 'restoran', 'bintang']"
Kamar nya sangat bersih dan sarapan nya lengkap dan juga enak,"['kamar', 'nya', 'sangat', 'bersih', 'dan', 'sarapan', 'nya', 'lengkap', 'dan', 'juga', 'enak']"
"Pertama kali menginap disini, pelayanan dan fasilitas hotel sangat excellent. Semua staff ramah, hotel bersih sangat nyaman","['pertama', 'kali', 'menginap', 'disini', 'pelayanan', 'dan', 'fasilitas', 'hotel', 'sangat', 'excellent', 'semua', 'staff', 'ramah', 'hotel', 'bersih', 'sangat', 'nyaman']"
"Hotel ini sangat direkomendasikan jika Anda mencari kombinasi lokasi strategis, sabun ala budaya lokal, pelayanan hangat, dan fasilitas lengkap. Ideal untuk staycation, keluarga, maupun acara bisnis. Pilih kamar di lantai tinggi dan jauh …","['hotel', 'ini', 'sangat', 'direkomendasikan', 'jika', 'anda', 'mencari', 'kombinasi', 'lokasi', 'strategis', 'sabun', 'ala', 'budaya', 'lokal', 'pelayanan', 'hangat', 'dan', 'fasilitas', 'lengkap', 'ideal', 'untuk', 'staycation', 'keluarga', 'maupun', 'acara', 'bisnis', 'pilih', 'kamar', 'di', 'lantai', 'tinggi', 'dan', 'jauh']"
"Sangat ramah pelayannya, sarapan pagi nya menu sangat komplit, lezat semua menunya .","['sangat', 'ramah', 'pelayannya', 'sarapan', 'pagi', 'nya', 'menu', 'sangat', 'komplit', 'lezat', 'semua', 'menunya']"
"Untuk pelayanananya sangat memuaskan, dan makanannya sangat mantap dan enak sekali👍👍 …","['untuk', 'pelayanananya', 'sangat', 'memuaskan', 'dan', 'makanannya', 'sangat', 'mantap', 'dan', 'enak', 'sekali']"
"pelayanannya oke bangett, kamarnya nyaman. The best👍🏼 …","['pelayanannya', 'oke', 'bangett', 'kamarnya', 'nyaman', 'the', 'best']"
"kamar enak bersih, pelayanan ok banget.","['kamar', 'enak', 'bersih', 'pelayanan', 'ok', 'banget']"
"Fasilitas bagus. Cuma pakai wifi di room meeting, menggunakan laptop, internet lemot. Padahal sinyal bagus. …","['fasilitas', 'bagus', 'cuma', 'pakai', 'wifi', 'di', 'room', 'meeting', 'menggunakan', 'laptop', 'internet', 'lemot', 'padahal', 'sinyal', 'bagus']"
"Breakfast nya cocok sekali, enak dan
lengkap. Servisnya oke. Dibantu mba Lena. Terbaik!","['breakfast', 'nya', 'cocok', 'sekali', 'enak', 'dan', 'lengkap', 'servisnya', 'oke', 'dibantu', 'mba', 'lena', 'terbaik']"
"Kamar nyaman, staff ramah, lokasi strategis","['kamar', 'nyaman', 'staff', 'ramah', 'lokasi', 'strategis']"
"Sudah 2 kali menginap disini, dua2nya acara kantor jadi belum sempat explore dan menikmati fasilitas hotel, cuma bolak balik kamar ke meeting room. Makanan lumayan bervariasi dan relatif oke. Lokasi juga strategis, sebelahan dgn Lippo Mall dan ngga jauh dari Ambarukmo Plaza serta bioskop XXI.","['sudah', 'kali', 'menginap', 'disini', 'dua', 'nya', 'acara', 'kantor', 'jadi', 'belum', 'sempat', 'explore', 'dan', 'menikmati', 'fasilitas', 'hotel', 'cuma', 'bolak', 'balik', 'kamar', 'ke', 'meeting', 'room', 'makanan', 'lumayan', 'bervariasi', 'dan', 'relatif', 'oke', 'lokasi', 'juga', 'strategis', 'sebelahan', 'dgn', 'lippo', 'mall', 'dan', 'ngga', 'jauh', 'dari', 'ambarukmo', 'plaza', 'serta', 'bioskop', 'xxi']"
